name,dynasty,type,description,entry_time,size,materials,图片URL,Author,museum_id
碗,明朝,碗,弧腹瓷碗。外壁施蓝釉，口沿饰金彩缠枝纹。内壁以青花绘缠枝莲纹，口沿处饰锦地纹。器底有青花款识。,02 Apr 2025,直径：122毫米 | 高度：62毫米,瓷器 | 黄金,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_20/825db01d_a22b_47d3_9aaf_a3bb0149a09b/mid_00371004_001.jpg,不明,1
碗,北宋 | 金朝,碗,铜口白釉刻花牡丹纹碗。器身施乳白色釉，口沿镶铜边。外壁饰缠枝牡丹纹，间以双凤纹，上下以回纹为界。内底中心饰花卉纹。器底有款识。,02 Apr 2025,直径：180毫米 | 高度：52毫米,石器 | 铜器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/ab16b024_56b6_4cfe_8394_a3bb013939bb/mid_00365652_001.jpg,不明,1
碗,明朝,碗,瓷质双碗，器身圆润，底部有孔。碗内以钴蓝釉下彩绘《三国演义》场景：关羽坐于案前，旁立一瞌睡侍卫；碗外壁饰四人坐像。底部有款识。,02 Apr 2025,直径：145毫米 | 高度：77毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/111cd68a_05bc_499e_8dd5_a3bb016bb7cd/mid_00382276_001.jpg,不明,1
碗,明朝 | 万历,碗,短壁瓷碗，外撇口沿，凹底无圈足。外壁釉下青花绘枝头双鸟纹，内壁饰蝴蝶、蚱蜢、菊花及竹枝纹样。底部有款识。,02 Apr 2025,直径：98毫米 | 高度：30毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_21/db318c19_7a4c_47b6_bbdf_a3bb0165159e/mid_00380217_001.jpg,不明,1
碗,明朝 | 宣德,碗,瓷碗。釉下青花与釉上铁红彩装饰。碗侧饰两条五爪红龙，游弋于青花云间。底部环绕汹涌青花海浪纹。底有款识。,02 Apr 2025,直径：173毫米 | 高度：75毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/0cd3dd03_2221_452e_8b0b_a3be01073aed/mid_00442866_001.jpg,不明,1
碗,南宋,碗,龙泉石胎六瓣口沿碗，器身施厚灰绿釉。,02 Apr 2025,直径：132毫米 | 高度：54毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/e75dea4c_8b62_444b_aa0f_a3c000fb9e58/mid_00569957_001.jpg,不明,1
碗,明朝 | 正德,碗,直口瓷碗。碗身为白色，施泛青釉。底有青花款，上覆红绿珐琅彩饰。,02 Apr 2025,高度：104毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/01ccf947_ada8_4005_b2dc_a3bb013a8488/mid_00366209_001.jpg,不明,1
碗,明朝,碗,瓷碗，弧腹，撇口，高足微外撇。外壁饰青花菊莲缠枝纹，内壁双圈内绘折枝菊纹。底有款识。,02 Apr 2025,直径：108毫米 | 高度：61毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_21/ecea36e1_757b_4ca2_bf7a_a3bb01682d45/mid_00381038_001.jpg,不明,1
碗,明朝 | 正德,碗,宽底瓷碗。外壁以釉下青花绘双五爪龙，间饰红釉彩云。口沿下方饰回纹带。碗内釉下刻划三只五爪龙纹，衬以云纹。,02 Apr 2025,直径：157毫米 | 高度：64毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_23/7e34cd83_efc1_4816_91f2_a3bb017b278c/mid_00387385_001.jpg,不明,1
碗,清朝,碗,瓷碗。碗身为白色，施蓝调釉，口沿饰褐釉。内壁模印垂瓣纹饰，内底中心饰花卉纹。底部有款识。,02 Apr 2025,直径：145毫米 | 高度：46毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/32d11ad2_d011_45b3_86c3_a3bb0176637a/mid_00385854_001.jpg,不明,1
碗,清朝,碗,粉彩仿德国瓷器盖碗。碗身圆润，边缘外翻翘起，与碟形盖相配。碗心绘有中国风人物图案：一位蓄长须的中国绅士，头戴平檐垂饰棱角帽，身着粉红长袍，红色……,暂无,直径：11.80厘米 | 高度：8.50厘米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_17/d830fe9f_7351_411a_b16e_a3bb0121cd1d/mid_00358896_001.jpg,不明,1
碗,清朝 | 雍正,碗,瓷碗。碗体洁白细腻，外壁绘有赭色梅花，题黑色十字诗句，并饰粉色珐琅印章三枚。与PDF 827号藏品成对。,02 Apr 2025,直径：127毫米 | 高度：63毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/28604590_57d0_46da_884f_a3be01072b0f/mid_00442861_001.jpg,不明,1
碗,元朝,碗,碗。青釉炻器制成。绿胎。,1922,直径：7.60英寸 | 高度：3.80英寸,陶器,无图片,不明,1
碗,明朝 | 宣德,碗,直口瓷碗。碗身施泛青白釉，外壁饰刻划双层莲瓣纹，内壁釉下暗刻缠枝莲纹。,02 Apr 2025,高度：103毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/41575cd5_8868_4fde_886e_a3bb013a8142/mid_00366207_001.jpg,不明,1
碗,南宋,碗,青白釉锥形碗。器身施青白釉，胎质洁白。外壁饰刻划纹，内壁刻花卉卷草纹。底足无釉。,02 Apr 2025,高度：72毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/b17e2e1b_0792_4102_9102_a3bb01767637/mid_00385867_001.jpg,不明,1
碗,清朝,碗,圈足六瓣口青灰釉开片钧窑碗,02 Apr 2025,直径：58毫米（底部）| 直径：196毫米 | 高度：74毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_0/dc956a8a_0dff_46a8_86db_a3bb0009865f/mid_00279984_001.jpg,不明,1
碗,清朝 | 康熙,碗,绿底千花珐琅铜碗。北京铜胎画珐琅制。带款识。,1939,直径：15.60厘米 | 高度：8.40厘米,铜,https://media.britishmuseum.org/media/Repository/Documents/2017_2/6_11/fa0da7aa_3202_4335_9442_a71200c0d298/mid_PO7564_PUBLISHING_RRC11369.jpg,不明,1
碗,元朝,碗,碗。铭文“宝用”（珍贵适用）。官窑开片青釉炻器。,1936,直径：21厘米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2017_2/9_9/c452cd5a_78f1_4422_96d2_a715009e1830/mid_RRC9521__a_.jpg,不明,1
碗,清朝 | 康熙,碗,精细白瓷碗。外壁以黄釉为地，饰红、蓝、绿、橙、黄五彩缠枝牡丹纹，内壁素面无饰呈青白色。,02 Apr 2025,直径：115毫米 | 高度：56毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/4107b0e0_7619_4d14_a3e0_a3be010077b5/mid_00440866_001.jpg,不明,1
碗,明朝 | 成化,碗,瓷碗。釉下蓝彩，饰以宽幅带三束卷曲瓜藤纹。口沿、底部及圈足处各饰双蓝线。底有款识。,02 Apr 2025,直径：153毫米 | 高度：72毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/2eee48d1_9f95_472b_9003_a3be0106a0f6/mid_00442815_001.jpg,不明,1
碗,清朝 | 康熙,碗,淡黄釉半球形瓷碗。外壁饰刻划花卉团纹与云纹相间，下方为花瓣纹带。内壁饰花卉团纹。底施白釉，有款识。,02 Apr 2025,直径：121毫米 | 高度：62毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/29237574_2a4b_4a06_bcfb_a3bb017a0cd9/mid_00387083_001.jpg,不明,1
碗,宋朝,碗,耀州窑石胎碗。此碗胎质细腻，呈灰色，釉面开片，为橄榄绿色。碗内壁以梳篦纹波浪为底，饰有刻划花卉纹样。露胎处呈红褐色。足沿无釉。,02 Apr 2025,直径：133毫米 | 高度：51毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/8a91dd6c_63df_45d2_84e4_a3bb01742cb4/mid_00385181_001.jpg,不明,1
碗,明朝 | 嘉靖,碗,青花瓷碗，碗身圆润，口沿微外撇。外壁饰青花缠枝花卉纹，间有双凤穿行；内壁双圈内绘青花单花团纹。此碗为一对之一，另一件编号为PDF 615。,02 Apr 2025,直径：121毫米 | 高度：65毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_11/1_17/e656a568_815e_49e6_b7fa_a3d601276300/mid_01073658_001.jpg,不明,1
碗,明朝 | 嘉靖,碗,瓷碗，碗壁圆润。器身施素面长石釉，上覆黄彩。碗心双圈内刻划一龙，内壁莲瓣纹带之上饰有龙纹。底足青花款识。,02 Apr 2025,直径：121毫米 | 高度：67毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_20/281a5ab5_db2a_4275_846f_a3bb01543ee1/mid_00374532_001.jpg,不明,1
碗,明朝 | 宣德,碗,大瓷碗，形似骰盅。釉下蓝彩绘双五爪龙逐珠纹。口沿饰波浪纹带。内底中央圆形开光内书铭文。,02 Apr 2025,直径：264毫米 | 高度：122毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_16/123599f5_a380_40ee_bbf1_a3bf010888ef/mid_00526026_001.jpg,不明,1
碗,明朝,碗,瓷碗。内外饰青花缠枝芙蓉纹。碗心双色青花花卉纹圆形开光。底部有款识。,02 Apr 2025,直径：110毫米 | 高度：36毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/5cf43ada_5b34_4326_b7ae_a3bb017a9c77/mid_00387219_001.jpg,不明,1
碗,明朝 | 宣德,碗,直口瓷碗。碗体洁白，釉色微泛青蓝。外壁饰刻划双层莲瓣纹，内壁釉下暗划缠枝莲纹。,02 Apr 2025,高度：103毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/41575cd5_8868_4fde_886e_a3bb013a8142/mid_00366207_001.jpg,不明,1
碗,南宋,碗,青白釉锥形碗。器身施青白釉，胎质洁白。外壁饰刻划纹，内底刻花卉卷草纹。底足无釉。,02 Apr 2025,高度：72毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/b17e2e1b_0792_4102_9102_a3bb01767637/mid_00385867_001.jpg,不明,1
碗,宋朝,碗,碗（残件）。内壁饰有凹槽纹。材质为青瓷，施绿釉，刻划灰胎炻器。,1940,长度：2.75英寸,陶器,无图片,不明,1
碗,元朝,碗,碗。铭文“宝用”（珍贵实用）。官窑开片青釉炻器。,1936,直径：21厘米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2017_2/9_9/c452cd5a_78f1_4422_96d2_a715009e1830/mid_RRC9521__a_.jpg,不明,1
碗,清朝 | 康熙,碗,青绿地米珠花卉纹碗。北京铜胎画珐琅制。有款识。,1939,直径：15.60厘米 | 高度：8.40厘米,铜,https://media.britishmuseum.org/media/Repository/Documents/2017_2/6_11/fa0da7aa_3202_4335_9442_a71200c0d298/mid_PO7564_PUBLISHING_RRC11369.jpg,不明,1
碗,宋朝,碗,碗。花鸟纹。漆雕银制。,1937,直径：9英寸,银 | 漆,无图片,不明,1
碗,明朝 | 万历,碗,大型青花瓷碗，饰有克拉克风格釉下蓝彩。此碗器壁圆润，口沿呈花瓣状，外撇圈足。釉下蓝彩明艳，绘有四枚盾形纹章，每枚纹章内均饰有双头海德拉怪兽图案——长有五颗异兽头颅、覆鳞双翼、尾部和双蹄足。碗身……（查看更多描述）,1957,直径：34.60厘米 | 高度：17.30厘米 | 重量：2.30千克,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_7/5bfbe7a8_4a3c_4619_864e_a3b70076c80d/mid_00035369_001.jpg,不明,1
碗,宋朝,碗,残碗。饰花卉纹，器壁起棱纤薄。灰胎青瓷，施黄绿釉，刻花纹。,1940,长度：3英寸,陶器,无图片,不明,1
碗,宋朝,碗,碗。青瓷（北方）釉陶制。叶状边口。青瓷胎。,1924,直径：4.70英寸,陶器,https://media.britishmuseum.org/media/Repository/Documents/2024_9/5_13/6d4531c2_821f_4ec2_928d_b1e200da7b3c/mid_RRC7732.jpg,不明,1
碗,五代,碗,耀州窑瓷碗。此碗胎质细腻呈灰色，釉层厚实，呈极淡的青灰色。露胎处呈红褐色。足沿未施釉。,02 Apr 2025,直径：134毫米 | 高度：49毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/b5b7fd24_9362_4299_afb2_a3bb01743d9d/mid_00385190_001.jpg,不明,1
碗,共和国,碗,哥窑六瓣口石胎碗。此碗胎体呈深灰色，通体施黄灰釉，釉面开片均匀，裂纹处呈深灰色晕染。底足满釉，圈足端无釉露胎，露胎处呈红褐色。,02 Apr 2025,直径：60毫米（底部）| 直径：199毫米 | 高度：80毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/6f67e851_94e7_4980_8126_a3bb0172a945/mid_00384596_001.jpg,不明,1
碗,清朝 | 康熙,碗,瓷碗。此碗施淡黄釉于素面薄胎高火釉之上。底部有釉面题款。,02 Apr 2025,直径：185毫米 | 高度：83毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/151449a6_18ce_46e4_a3c5_a3bb01792805/mid_00386836_001.jpg,不明,1
碗,南宋,碗,龙泉窑灰青釉石胎锥形碗,02 Apr 2025,直径：145毫米 | 高度：54毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/fbd45ee6_fb18_4bc2_9669_a3c000fb8e4b/mid_00569800_001.jpg,不明,1
碗,元朝,碗,枢府瓷碗。此碗胎体洁白，釉色青白。碗内模印缠枝莲纹，内底饰团花纹样。碗壁内侧有款识印记。,02 Apr 2025,直径：210毫米 | 高度：95毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/f0f9e426_bb07_492a_9927_a3bb0175cc9e/mid_00385706_001.jpg,不明,1
碗,明朝 | 宣德,碗,厚壁圆腹瓷碗，低矮圈足，底微内凹。外施斑驳蓝釉，呈橘皮纹理。碗心罩透明釉，内书款识。,02 Apr 2025,直径：252毫米 | 高度：115毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/2dee56e9_c650_40b4_a772_a3be00fe4313/mid_00440248_001.jpg,不明,1
碗,五代 | 元朝,碗,瓷片（碗）。青瓷制，雕刻、上釉、刻花炻器。,1940,长度：10至12厘米,陶器,无图片,不明,1
碗,宋朝,碗,碗（部分，附单独小碎片）。黄釉炻器。中国南方风格。,1940,直径：15厘米 | 直径：5.60英寸 | 高度：1.80英寸,陶器,无图片,不明,1
碗,明朝 | 成化,碗,瓷碗。内外壁均饰以青花，双蓝线间绘有繁密的芙蓉花叶纹带。碗心饰花卉团纹。底部有款识。,02 Apr 2025,直径：146毫米 | 高度：70毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/3c607958_7af9_49e3_8717_a3be0106a3e7/mid_00442816_001.jpg,不明,1
碗,晋朝 | 元朝,碗,钧窑十瓣莲瓣碗，器形圆润，侧壁模制十片莲瓣状棱纹（俗称莲瓣碗）。通体施天青釉，釉面间杂紫红斑块与深红铜斑，积釉处呈碧绿色，口沿透出橄榄绿釉色。,02 Apr 2025,直径：77毫米（底部）| 直径：246毫米 | 高度：119毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/1bb8f490_0fa8_42f1_a7d2_a3bb013a1894/mid_00366011_001.jpg,不明,1
碗,明朝 | 隆庆,碗,瓷碗，高圆腹，撇口。碗心青花红彩开光内绘一幼龙盘踞，龙爪张扬；外壁红地上饰两条相似幼龙。底有青花款识。,02 Apr 2025,直径：120毫米 | 高度：66毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/9eb525ff_e3cf_41db_b6ee_a3bb016c6a30/mid_00382461_001.jpg,不明,1
碗,明代 | 嘉靖,碗,瓷碗，弧腹，撇口。器身施普通长石釉，釉上黄彩斑驳不均。碗内双圈刻划凤凰纹，外壁饰双凤翔云纹，下接莲瓣边饰。底有青花款识。,02 Apr 2025,直径：210毫米 | 高度：91毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_20/c1e2330f_1bb9_4121_8bcf_a3bb015461d1/mid_00374493_001.jpg,不明,1
碗,元朝,碗,龙泉青瓷碗。此碗胎质细腻，呈淡灰色，釉色灰绿，开片细密。外壁刻有重叠的莲瓣纹。露胎处呈红褐色。圈足未施釉。,02 Apr 2025,直径：158毫米 | 高度：47毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/13_13/86ba7386_e9c5_4e8b_b224_a3c300da7f34/mid_00803186_001.jpg,不明,1
碗,清朝 | 雍正,碗,瓷碗，浅圆边，无足缘，底微凹。器身洁白细腻如蛋壳，施白釉。外壁以粉彩绘一株盛开的莲花、一只翠鸟及数只昆虫。与PDF 873成对。,02 Apr 2025,直径：94毫米 | 高度：38毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/e49819e5_60f7_444f_97c5_a3bb017124dd/mid_00384009_001.jpg,不明,1
碗,元朝,碗,龙泉窑石胎碗，器身圆润。碗体施厚灰绿釉，中心饰模印菊花纹，外围环绕宽幅竖棱纹带与牡丹卷草纹，外壁刻划花瓣开光，口沿处饰卷草纹及棱角回纹边饰。,02 Apr 2025,直径：426毫米 | 高度：185毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/bf4e1ce4_8ddf_4ca4_923d_a3c000fc41e2/mid_00570040_001.jpg,不明,1
碗,清朝,碗,青花瓷碗。碗外壁饰以卷枝芙蓉花纹带，叶片呈星形；碗内壁亦饰有相似纹带。碗心双圈内绘大型团花纹饰。器底落有款识。,02 Apr 2025,直径：147毫米 | 高度：70毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/c9a97e20_e21b_41bd_a139_a3bc006a283e/mid_00389655_001.jpg,不明,1
碗,明朝 | 宣德,碗,弧腹微撇口铜红釉碗。碗身施深铜红釉，口沿呈白色。底部外壁刻划莲瓣纹。底有青白釉款识。,02 Apr 2025,直径：207毫米 | 高度：93毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_20/48074e37_d91f_42f4_b430_a3bb0149ba1b/mid_00371058_001.jpg,不明,1
碗,元朝,碗,内敛口龙泉青瓷碗。碗体施淡灰绿色釉，内壁刻叶状卷纹，外壁饰重叠莲瓣纹。,02 Apr 2025,直径：205毫米 | 高度：95毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/34e8c447_db6b_436c_bcab_a3c000fbbdb2/mid_00569874_001.jpg,不明,1
碗,明朝 | 嘉靖,碗,瓷碗。外壁施红釉，残留镀金（金襴手）凤凰纹饰于花卉卷草之间。内壁及底部素白，底部有款识。,02 Apr 2025,直径：178毫米 | 高度：87毫米,瓷器 | 黄金,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_2/46c0c114_abfb_4aad_b2c1_a3c10026fdf3/mid_00588775_001.jpg,不明,1
碗,明朝 | 万历,碗,浅腹瓷碗。釉下青花装饰，碗身一周雕花格纹带内绘六组圆形开光，开光中为各色山水人物图景。碗心绘三位文士坐于案前，身后设屏风，正观赏三名武士装扮者演武。底有款识。,02 Apr 2025,直径：151毫米 | 高度：50毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/4ce17945_fddf_474c_a5bb_a3bc0068314a/mid_00389080_001.jpg,不明,1
碗,明朝,碗,直壁镂空瓷碗。饰以浮雕与釉下青花，外壁贴塑素瓷人物带饰，上有寿老与众仙，配以格栅镂空。底施釉。,02 Apr 2025,直径：97毫米 | 高度：49毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/ecbdd56f_4a83_45a1_898f_a3bb0179ecbf/mid_00387114_001.jpg,不明,1
碗,南宋,碗,斜壁略外翻口的龙泉灰蓝釉石胎碗。,02 Apr 2025,直径：112毫米 | 高度：39毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/6338826a_b125_4db6_b2e0_a3c000fc1660/mid_00570016_001.jpg,不明,1
碗,元朝,碗,龙泉窑青瓷碗。此碗胎质细腻呈灰色，釉层厚实为灰绿色。外壁刻划重叠莲瓣纹。露胎处呈红褐色。圈足无釉。,02 Apr 2025,直径：177毫米 | 高度：82毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/f5c0f6f4_8765_460b_941b_a3bb01743028/mid_00385183_001.jpg,不明,1
碗,明朝 | 嘉靖,碗,青花瓷碗，碗身外壁饰有釉下青花水边十二鹅觅食图，碗心圆形开光内绘单鹅河岸图。底部有款识。,02 Apr 2025,直径：128毫米 | 高度：48毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/577bf396_449a_4d6b_8b20_a3bb017a4366/mid_00387112_001.jpg,不明,1
碗,元朝,碗,铜边龙泉石胎碗。碗施淡灰绿釉，外壁刻重叠莲瓣纹。,02 Apr 2025,直径：228毫米 | 高度：111毫米,粗陶 | 铜,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/64a5c274_e1e3_43e6_a65f_a3c000fb98c4/mid_00569853_001.jpg,不明,1
碗,明朝 | 万历,碗,瓷碗。碗身为白色。外壁刻有双龙戏珠纹饰，内壁饰有海浪托三峰、山峰耸入云端的图案。底部有款识。,02 Apr 2025,直径：152毫米 | 高度：74毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/3a68247a_2cf7_4d4f_9f37_a3bb01749b44/mid_00385293_001.jpg,不明,1
碗,明朝 | 永乐,碗,瓷碗。碗身为白色，施青釉。内沿下方饰波浪纹，其下为六组花卉卷草纹，外沿刻回纹，底部饰花瓣纹。,02 Apr 2025,直径：74毫米（底部） | 直径：209毫米 | 高度：102毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/2dee5342_b051_44b9_8f78_a3bb01748a1a/mid_00385284_001.jpg,不明,1
碗,宋朝,碗,青白釉瓷碗，饰有双鱼纹，口沿无釉，釉瓷质地。,1929,直径：18.70厘米 | 高度：6.20厘米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_1/f012e85b_0a50_4c2f_8fbd_a3bb0019dd6e/mid_00285331_001.jpg,不明,1
碗,清朝,碗,直壁石碗。此碗胎体呈浅黄色，施乳白色化妆土，因埋藏而色泽暗淡，釉面开片。足圈无釉。,02 Apr 2025,直径：130毫米 | 高度：85毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/a8d8c91a_b529_4a0f_b5d0_a3bb017435a9/mid_00385140_001.jpg,不明,1
碗,明朝 | 万历,碗,锥形瓷碗。外壁施单色蓝釉，饰以白泥浮雕两组栖于梅枝的鸣禽，中间点缀两只蝴蝶。碗心圆形开光内绘海浪螺钿纹，青花为饰。,02 Apr 2025,直径：178毫米 | 高度：80毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/c3a1558c_083f_44ab_8cea_a3bb017a0c9c/mid_00387132_001.jpg,不明,1
碗,明朝,碗,瓷碗。釉下青花，饰有雁群图案，描绘大雁飞翔、栖息及在芦苇与岩石点缀的河畔游弋之景。碗口与足部饰以平行线纹。,02 Apr 2025,直径：116毫米 | 高度：60毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/a6cfb9b2_8324_402c_a3a7_a3bc006a06b7/mid_00389638_001.jpg,不明,1
碗,南宋,碗,吉州窑石碗。龟甲纹饰。,02 Apr 2025,直径：152毫米 | 高度：53毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/16956ee9_3dfd_445b_9872_a3bb013a96fe/mid_00366122_001.jpg,不明,1
碗,明朝,碗,瓷碗，口沿镶银。碗身施黄釉开片，内壁饰花卉纹样。,02 Apr 2025,直径：160毫米 | 高度：73毫米,瓷器 | 银器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_1/e91c3eb7_5684_477f_9393_a3c10018528f/mid_00584579_001.jpg,不明,1
碗,明朝 | 万历,碗,银口包边镂空八角瓷碗。碗口外翻，底部亦覆银饰。器身镂雕网格纹样，每面中央饰有一列文字。,02 Apr 2025,高度：51毫米,瓷器 | 银,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/9e25ff44_9eb5_4953_978a_a3bb01483418/mid_00370446_001.jpg,不明,1
碗,清朝,碗,锥形瓷碗，釉色乳白。,02 Apr 2025,直径：173毫米 | 高度：51毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/b73520ad_3cc4_4e72_9189_a3bb013aecbc/mid_00366291_001.jpg,不明,1
碗,南宋,碗,吉州窑五瓣葵口银扣玳瑁纹碗,02 Apr 2025,直径：128毫米 | 高度：57毫米,陶器 | 银器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/26b4321d_5ce2_4043_8000_a3bb013aa3f4/mid_00366128_001.jpg,不明,1
碗,明朝 | 成化,碗,直口折沿浅腹瓷碗，平底微凹。外壁以斗彩技法装饰五组莲枝纹，每枝上方各托供物（花卉、圣山、果实、白螺、贝壳及烛台），釉下青花勾线填彩，釉上施红、绿、黄诸色珐琅。碗内沿饰青花双弦纹……,02 Apr 2025,直径：70毫米 | 高度：29毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/5b96e1e7_adc8_438e_9314_a3bb016d6c36/mid_00382874_001.jpg,不明,1
碗,明朝 | 宣德,碗,青花瓷碗，外壁饰有宽幅缠枝牡丹纹，内壁亦绘相似缠枝牡丹纹样。所有装饰纹带均以平行青线勾勒。器底落有款识。,02 Apr 2025,直径：224毫米 | 高度：98毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/6cf31158_e6a5_460a_85f9_a3bb017a2f12/mid_00387101_001.jpg,不明,1
碗,北宋,碗,耀州窑石质锥形碗，口沿微外撇。碗身施深橄榄绿釉。内壁模印四条游鱼与一只鱿鱼，饰以水波纹；外壁刻划放射状线条。此碗原为一对，另一件编号PDF.296。,02 Apr 2025,直径：97毫米 | 高度：41毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_23/8393f769_d8ce_44f9_9677_a3c001899236/mid_00575962_001.jpg,不明,1
碗,宋朝 | 金朝,碗,瓷碗。定窑。装饰为童子戏莲纹，模制。白釉，口沿镶铜边。,1947,直径：8.40英寸,瓷器 | 铜器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_7/a3a03e95_9e9f_47a6_b2bc_a3b70076b5ea/mid_00035360_001.jpg,不明,1
碗,宋朝,碗,碗（残件）。局部烧制呈褐色，未全施釉。青瓷制，灰胎绿釉炻器。,1940,长度：2.37英寸,陶器,无图片,不明,1
碗,宋朝,碗,碗（残件）。花卉纹饰。材质为青瓷，黄绿釉刻划灰胎炻器。,1940,长度：3.50英寸,陶器,无图片,不明,1
碗,宋朝 | 金朝,碗,碗。菊花纹。青瓷（北方窑），橄榄绿釉刻花炻器。,1947,直径：7.75英寸,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_8/b1d94f44_0209_4d90_8e34_a3b6008d6895/mid_00183391_001.jpg,不明,1
碗,明朝 | 宣德,碗,深腹瓷碗。釉下青花，饰宽带五狮戏绣球纹，狮身披彩带，四周散饰吉祥符号。足部上方饰重叠花瓣纹带。碗心圆形开光内绘双狮戏球纹，与器身纹饰相类。底部有款识。与B671成对。,02 Apr 2025,直径：155毫米 | 高度：105毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/a4d2514f_ebeb_4c99_b936_a3bc00696858/mid_00389562_001.jpg,不明,1
