name,dynasty,type,description,entry_time,Author,size,图片URL,museum_id,materials
莲纹圆柱形花插（一对之一）,清朝,容器,青花瓷：以釉下钴蓝彩绘装饰的瓷器,1983,不明,高11.8厘米，直径6.8厘米（4又5/8×2又11/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16266_dynmc?width=3000&height=3000,3,暂无
成对莲花纹圆柱形花台（其一）,清朝,器皿,青花瓷：以釉下钴蓝彩绘装饰的瓷器,1983,不明,高11.8厘米，直径6.8厘米（4又5/8×2又11/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16266_dynmc?width=3000&height=3000,3,暂无
八宝纹小油灯,清朝,照明器具,青花瓷：模制瓷器，饰以釉下钴蓝彩绘；底部釉下钴蓝双框款，书“大清乾隆年制”；原配有金属配件。,1983,不明,高15.2厘米，直径9.5厘米，壶嘴宽12.5厘米（6×3 3/4×4 15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16267_dynmc?width=3000&height=3000,3,暂无
喇叭口岩石纹饰杯,清朝（1644-1911）至现代时期,器皿,青花瓷：以钴蓝釉下彩绘装饰的瓷器；底部带有伪托的釉下钴蓝款识，上书“大清康熙年制”。,1983,不明,高7.5厘米，直径8.1厘米（2又15/16英寸 × 3又3/16英寸）,无图片,3,暂无
杯口外翻，饰有林间鹿纹（一对中的一只）,清朝（1644-1911）至现代时期,容器,青花瓷：以釉下钴蓝彩绘装饰的瓷器；底部有釉下钴蓝款识，书“大清康熙年制”,1983,不明,高7.5厘米，直径8.1厘米（2又15/16英寸×3又3/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:LEG277981?width=3000&height=3000,3,暂无
圆盒,明朝,盒子,漆器，褐面红底。,1983,不明,9.84 × 20.32 厘米（3 7/8 × 8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16271_dynmc?width=3000&height=3000,3,暂无
桃形碗,明朝,容器,红漆,1983,不明,4.76×11.11厘米（1又7/8×4又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16272_dynmc?width=3000&height=3000,3,暂无
小圆香盒,明朝,盒子,朱漆,1983,不明,3.18×6.99厘米（1又1/4×2又3/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16273_dynmc?width=3000&height=3000,3,暂无
带盖方盒,明朝,盒子,红漆,1983,不明,宽21.3厘米×深6厘米（8又3/8英寸×2又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16274_dynmc?width=3000&height=3000,3,暂无
银边银底圆碗,明朝,器物,黑红漆，饰银,1983,不明,高10.16厘米，直径19.37厘米（4×7又5/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16275_dynmc?width=3000&height=3000,3,暂无
银边银底圆碗,明朝,容器,黑红漆，饰银,1983,不明,高10.16厘米，直径19.37厘米（4×7又5/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16188_dynmc?width=3000&height=3000,3,暂无
长方形盒子,元朝,盒子,漆，红与黑,1983,不明,8.89×11.75厘米（3又1/2×4又5/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16189_dynmc?width=3000&height=3000,3,暂无
一对带盖圆盒,清朝,盒子,红漆描金,1983,不明,高34.29厘米，直径21.59厘米（13又1/2 x 8又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16190_dynmc?width=3000&height=3000,3,暂无
带盖高叶形盒,明朝,盒子,漆,1983,不明,高26.04厘米×直径26.35厘米（10又1/4英寸×10又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16191_dynmc?width=3000&height=3000,3,暂无
框内龙纹板,明朝,牌匾,红漆,1983,不明,22.86×23.5厘米（9×9又1/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16192_dynmc?width=3000&height=3000,3,暂无
微型玉戈,商朝,礼器,软玉,1983,不明,2.8厘米（1又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16203_dynmc?width=3000&height=3000,3,暂无
两件刻有曲线纹饰的弧形玉饰残片之一,周朝,礼器,软玉,1983,不明,5.3 × 10.8 厘米（2 1/16 × 4 1/4 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP02689_dynmc?width=3000&height=3000,3,暂无
两件刻有曲线纹饰的弧形玉饰残片之一,周朝,礼器,玉,1983,不明,5.3 × 10.8厘米（2又1/16 × 4又1/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP13800_dynmc?width=3000&height=3000,3,暂无
仿古玉璇玑,清朝,礼器,斑驳褐玉,1983,不明,直径15厘米×厚度0.6厘米（5又7/8英寸×1/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16205_dynmc?width=3000&height=3000,3,暂无
凹壁玉璧,宋朝,礼器,软玉,1983,不明,直径7.7厘米×高0.6厘米（3又1/16英寸×1/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP13811_dynmc?width=3000&height=3000,3,暂无
仿古浮雕神兽小玉璧,宋朝,礼器,玉,1983,不明,直径6厘米（2又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16207_dynmc?width=3000&height=3000,3,暂无
绣花小桌帷,清朝,纺织艺术,丝绸刺绣,1983,不明,38.8 × 44 厘米（15 1/4 × 17 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV119618_dynmc?width=3000&height=3000,3,暂无
龙凤纹饰板,清朝,纺织艺术,丝绸刺绣,1983,不明,18.8×19厘米（7又3/8×7又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV119650_dynmc?width=3000&height=3000,3,暂无
带柄镜绣套,清朝,纺织艺术,该工艺为刺绣。,1983,不明,32 × 20.3 厘米（12又5/8 × 8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV119641_dynmc?width=3000&height=3000,3,暂无
饰有花卉与几何菱形纹样的嵌板,清朝,纺织艺术,缎子,1983,不明,64 × 69.6 厘米（25又3/16 × 27又3/8英寸）,无图片,3,暂无
石棺端板,唐朝,雕塑,石灰岩,1983,不明,54.61 × 36.83 厘米（21又1/2 × 14又1/2 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV227587_dynmc?width=3000&height=3000,3,暂无
鄂尔多斯刀,周朝,武器与弹药,青铜,1983,不明,26.67厘米（10又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS16116_dynmc?width=3000&height=3000,3,暂无
秋景,明朝,绘画,折扇装裱为册页；金笺纸本设淡色，署款“张宏”,1984,张宏,"17.5×57.3厘米（6又7/8×22又9/16英寸）
衬纸尺寸：55.9×71.1厘米（22×28英寸）",https://nrs.hvrd.art/urn-3:HUAM:INV029228_dynmc?width=3000&height=3000,3,暂无
花卉纹饰圆形小盖盒,清朝,盒子,青花瓷：以钴蓝为底，留白处饰以纹样的瓷器，盖中央饰有圆形徽章图案，徽章下施以淡雅天蓝色釉，并带有模压装饰。,1984,不明,连盖通高5.8厘米，直径7.3厘米（2又5/16×2又7/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08843_dynmc?width=3000&height=3000,3,暂无
花卉纹长方形小盖盒,清朝,盒子,青花瓷：以钴蓝釉下彩绘装饰的瓷器,1984,不明,含盖：高4.2厘米×宽6.8厘米×深6.1厘米（1又5/8×2又11/16×2又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08844_dynmc?width=3000&height=3000,3,暂无
短足器皿圆柱形底座残片,新石器时代,碎片,高温烧制的灰陶,1984,不明,11.7×10.6厘米（4又5/8×4又3/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14022_dynmc?width=3000&height=3000,3,暂无
带座容器圆柱形基座残片,新石器时代,碎片,低火候烧制的灰色陶器,1984,不明,4.8 × 10.8 厘米（1又7/8 × 4又1/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14059_dynmc?width=3000&height=3000,3,暂无
短柄高足容器残片，包括器身及外展底座部分,新石器时代,碎片,黑灰色陶器,1984,不明,9.9 × 14.9 厘米（3 7/8 × 5 7/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15940_dynmc?width=3000&height=3000,3,暂无
带座容器圆柱形基座残片,新石器时代,碎片,黑灰色陶器,1984,不明,5.2 × 12.4 厘米（2又1/16 × 4又7/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14051_dynmc?width=3000&height=3000,3,暂无
带座容器火焰状圆柱形底座残片,新石器时代,碎片,灰色陶器,1984,不明,6.6×13.7厘米（2又5/8×5又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15941_dynmc?width=3000&height=3000,3,暂无
带水平棱纹的底座碗残片,新石器时代,碎片,熏黑的浅黄与灰色陶器,1984,不明,7.6 × 16 厘米（3 × 6 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP09670_dynmc?width=3000&height=3000,3,暂无
带外翻唇的浅底托容器残片,新石器时代,碎片,灰陶,1984,不明,7.7 × 16.2 厘米（3 1/16 × 6 3/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV029412_dynmc?width=3000&height=3000,3,暂无
圆盘,新石器时代,器物,熏黑陶器,1984,不明,1.8 × 16.2 厘米（11/16 × 6 3/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15942_dynmc?width=3000&height=3000,3,暂无
圆形盘残片,新石器时代,碎片,灰陶,1984,不明,4.3 × 18.1 厘米（1又11/16 × 7又1/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14028_dynmc?width=3000&height=3000,3,暂无
带棱纹饰的缺口圆盘,新石器时代,碎片,黑釉陶器,1984,不明,2.3×19厘米（7/8×7 1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP09672_dynmc?width=3000&height=3000,3,暂无
圆形盘残片,新石器时代,碎片,低火候灰陶,1984,不明,14.6×12.2厘米（5又3/4×4又13/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14035_dynmc?width=3000&height=3000,3,暂无
圆形盘残片,新石器时代,碎片,黑灰色陶器,1984,不明,4.1×14.4厘米（1又5/8×5又11/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14033_dynmc?width=3000&height=3000,3,暂无
小,新石器时代,器皿,灰色陶器,1984,不明,12.8 × 11.5 × 11.2 厘米（5又1/16 × 4又1/2 × 4又7/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15943_dynmc?width=3000&height=3000,3,暂无
高足宽口碗,新石器时代,器皿,灰陶,1984,不明,10.7 × 20.2 厘米（4又3/16 × 7又15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15945_dynmc?width=3000&height=3000,3,暂无
带盖球形罐,新石器时代,器物,灰陶,1984,不明,12.5×13.2厘米（4又15/16×5又3/16英寸）,无图片,3,暂无
球形容器穹顶盖,新石器时代,容器,灰色陶器,1984,不明,尺寸：4厘米（1又9/16英寸）,无图片,3,暂无
短足器皿的喇叭形圆柱底残片,新石器时代,碎片,黑灰色陶器,1984,不明,7.2 × 16.4 厘米（2又13/16 × 6又7/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15947_dynmc?width=3000&height=3000,3,暂无
压扁球形容器残片,新石器时代,碎片,浅灰色陶器,1984,不明,8.6×11.4厘米（3又3/8×4又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP09695_dynmc?width=3000&height=3000,3,暂无
压扁球形容器残片,新石器时代,碎片,灰陶,1984,不明,7 × 11.9 厘米（2又3/4 × 4又11/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14026_dynmc?width=3000&height=3000,3,暂无
带足环的球形器残片,新石器时代,碎片,黑灰色陶器,1984,不明,11.9 × 14.7 厘米（4又11/16 × 5又13/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV029423_dynmc?width=3000&height=3000,3,暂无
压扁球形器残片,新石器时代,碎片,灰色陶器,1984,不明,10 × 10.8 厘米（3 15/16 × 4 1/4 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14024_dynmc?width=3000&height=3000,3,暂无
圆底压缩球形器残片,新石器时代,碎片,灰色陶器,1984,不明,8.1×8.1厘米（3又3/16×3又3/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV029407_dynmc?width=3000&height=3000,3,暂无
烧制失败的敞口碗残片（已修复）,新石器时代,碎片,灰色陶器,1984,不明,8.8 x 13.9 厘米（3 7/16 x 5 1/2 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV029419_dynmc?width=3000&height=3000,3,暂无
壶身及圈足残片,新石器时代,碎片,浅灰色陶器,1984,不明,8.3 × 8.7 厘米（3 1/4 × 3 7/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14020_dynmc?width=3000&height=3000,3,暂无
压扁球形器皿下部残片,新石器时代,碎片,灰陶,1984,不明,3.1×9.2厘米（1又1/4×3又5/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14030_dynmc?width=3000&height=3000,3,暂无
台座杯炽燃底座残片,新石器时代,碎片,浅灰色陶器,1984,不明,4.8 × 7.7 厘米（1又7/8 × 3又1/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV029406_dynmc?width=3000&height=3000,3,暂无
小“壶”罐盖,新石器时代,器物,黑灰色陶器,1984,不明,3.3 × 6.7 厘米（1又5/16 × 2又5/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15948_dynmc?width=3000&height=3000,3,暂无
高足器皿的茎部与喇叭形底座残片,新石器时代,碎片,低烧制灰陶，表面施白色底釉后涂黑釉，烧制前经抛光处理。,1984,不明,24.2×14厘米（9又1/2×5又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14060_dynmc?width=3000&height=3000,3,暂无
短足器皿的火焰纹圆柱形底座残片,新石器时代,碎片,低温烧制的灰陶，表面施以薄层黑色陶衣。,1984,不明,8.5 × 18 厘米（3 3/8 × 7 1/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15949_dynmc?width=3000&height=3000,3,暂无
短足器皿火焰状圆柱形基座残片,新石器时代,碎片,低烧灰陶，表面施薄层黑釉。,1984,不明,10.2 × 10.9 厘米（4 × 4 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP09694_dynmc?width=3000&height=3000,3,暂无
小型带座碟残片,新石器时代,碎片,黑陶,1984,不明,3.1 × 9.2 厘米（1 又 1/4 × 3 又 5/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV029408_dynmc?width=3000&height=3000,3,暂无
高足小器皿下部残片,新石器时代,碎片,黑灰色陶器,1984,不明,6.5×7厘米（2又9/16×2又3/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV029405_dynmc?width=3000&height=3000,3,暂无
高足圈圆形盘残片,新石器时代,碎片,黑灰色陶器,1984,不明,5.3 × 12.6 厘米（2 又 1/16 × 4 又 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV029414_dynmc?width=3000&height=3000,3,暂无
圆形盖或带座容器的残片？,新石器时代,碎片,黑陶灰胎,1984,不明,5.2×11.5厘米（2又1/16×4又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV029409_dynmc?width=3000&height=3000,3,暂无
扁平碎片,新石器时代,碎片,黑化红褐色陶器,1984,不明,19 x 10 厘米（7 1/2 x 3 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP13924_dynmc?width=3000&height=3000,3,暂无
炊具腿与器身残片,新石器时代,碎片,低烧制灰陶,1984,不明,12 × 10.8 厘米（4又3/4 × 4又1/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP13925_dynmc?width=3000&height=3000,3,暂无
器皿腿部残片,新石器时代,碎片,黑灰色陶器,1984,不明,10.4 × 4.3 厘米（4 1/8 × 1 11/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP13927_dynmc?width=3000&height=3000,3,暂无
容器腿部残片,新石器时代,碎片,红褐色陶器,1984,不明,11.5×6.2厘米（4又1/2×2又7/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP13926_dynmc?width=3000&height=3000,3,暂无
器物凸缘状腿部残片,新石器时代,碎片,低温烧制的灰陶,1984,不明,13.1×5.7厘米（5又3/16×2又1/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP13928_dynmc?width=3000&height=3000,3,暂无
带底座器皿的宽环状底足，略向外撇,新石器时代,碎片,灰陶，表面呈浅黄色,1984,不明,5.9 × 22.5 厘米（2 5/16 × 8 7/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15950_dynmc?width=3000&height=3000,3,暂无
修复后的圆形盘残片，缺失底座部分,新石器时代,碎片,灰色陶器,1984,不明,4.4 × 16.8 厘米（1 3/4 × 6 5/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP09669_dynmc?width=3000&height=3000,3,暂无
圆形盘或碗的碎片,新石器时代,碎片,灰陶，表面呈浅黄色,1984,不明,4.5 × 13.9 厘米（1 3/4 × 5 1/2 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14029_dynmc?width=3000&height=3000,3,暂无
带棱壁平底碗残片,新石器时代,碎片,黑灰色陶器,1984,不明,5.9 × 14.3 厘米（2又5/16 × 5又5/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14050_dynmc?width=3000&height=3000,3,暂无
圆底圆形盘残片,新石器时代,碎片,灰陶,1984,不明,4.6 × 16.5 厘米（1又13/16 × 6又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14027_dynmc?width=3000&height=3000,3,暂无
直壁平底碗,新石器时代,器皿,黑灰色陶器,1984,不明,7.2×19.1厘米（2又13/16×7又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15951_dynmc?width=3000&height=3000,3,暂无
压扁球形容器底部残片，底部有圆形凹陷,新石器时代,碎片,浅褐色与灰色陶器,1984,不明,5.2 × 13.6 厘米（2又1/16 × 5又3/8 英寸）,无图片,3,暂无
短柄高足器皿的茎部和喇叭形底座残片,新石器时代,碎片,低火候烧制的灰陶,1984,不明,9.2×13.5厘米（3又5/8×5又5/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14015_dynmc?width=3000&height=3000,3,暂无
短柄高足器皿的茎部及外展底座残片,新石器时代,碎片,低温烧制的灰陶,1984,不明,13.3 × 13.7 厘米（5又1/4 × 5又3/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14018_dynmc?width=3000&height=3000,3,暂无
带座容器火焰状底座残片,新石器时代,碎片,低火候烧制的熏黑灰陶，烧制前表面经过抛光处理,1984,不明,15 × 10.4 厘米（5又7/8 × 4又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14073_dynmc?width=3000&height=3000,3,暂无
短柄高足器皿的器身与喇叭形底座残片,新石器时代,碎片,低火候烧制的黑化灰陶,1984,不明,11×12.6厘米（4又5/16×4又15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14016_dynmc?width=3000&height=3000,3,暂无
带座容器柄部及外展底座残片,新石器时代,碎片,灰陶,1984,不明,12.5 × 13.8 厘米（4又15/16 × 5又7/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14021_dynmc?width=3000&height=3000,3,暂无
短柄高足器皿的茎部及外展底座残片,新石器时代,碎片,低烧制黑色灰陶与浅黄陶土器,1984,不明,10.9 x 14.6 厘米（4又5/16 x 5又3/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14017_dynmc?width=3000&height=3000,3,暂无
带底座器皿的茎部及外展基底残片,新石器时代,碎片,高温烧制的黑化浅灰与浅黄陶器,1984,不明,16 × 17.1 厘米（6 5/16 × 6 3/4 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14014_dynmc?width=3000&height=3000,3,暂无
带底座器皿的茎部及外展底部残片,新石器时代,碎片,低烧黑化灰陶,1984,不明,9 × 14.2 厘米（3 9/16 × 5 9/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14013_dynmc?width=3000&height=3000,3,暂无
短足器皿火焰状底座残片,新石器时代,碎片,低火候烧制的黑化灰陶与浅黄陶器,1984,不明,10.2 × 4.4 厘米（4 × 1¾ 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14071_dynmc?width=3000&height=3000,3,暂无
短足器圆柱形底座残片,新石器时代,碎片,黑化深灰色陶器,1984,不明,6.1 × 9.3 厘米（2又3/8 × 3又11/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14049_dynmc?width=3000&height=3000,3,暂无
短柄器皿的喇叭形圆柱底座残片,新石器时代,碎片,灰黑与浅黄陶器,1984,不明,5.8×9.7厘米（2又5/16×3又13/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14052_dynmc?width=3000&height=3000,3,暂无
带座容器圆柱形火焰状底座残片,新石器时代,碎片,黑灰色熏制陶器,1984,不明,8.5×12.5厘米（3又3/8×4又15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14053_dynmc?width=3000&height=3000,3,暂无
短足器皿的火焰纹圆柱形底座残片,新石器时代,碎片,低烧黑化灰陶,1984,不明,8.1 × 15.3 厘米（3 3/16 × 6 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14048_dynmc?width=3000&height=3000,3,暂无
短足器圆柱形底座残片,新石器时代,碎片,黑灰色陶器,1984,不明,7.3 × 12.8 厘米（2又7/8 × 5又1/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14058_dynmc?width=3000&height=3000,3,暂无
短足器皿火焰状底座残片,新石器时代,碎片,灰色陶器,1984,不明,8.2×13.7厘米（3又1/4×5又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14055_dynmc?width=3000&height=3000,3,暂无
高脚器皿的茎部与喇叭形底座残片,新石器时代,碎片,低火候烧制的黑化灰陶,1984,不明,22.2×13.5厘米（8又3/4×5又5/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14061_dynmc?width=3000&height=3000,3,暂无
带座容器柄与底部的残片,新石器时代,碎片,黑灰色陶器,1984,不明,18×11.1厘米（7又1/16×4又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14063_dynmc?width=3000&height=3000,3,暂无
带座容器柄部残片,新石器时代,碎片,黑灰色陶器,1984,不明,24.6 × 8.8 厘米（9又11/16 × 3又7/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14040_dynmc?width=3000&height=3000,3,暂无
高足器皿的茎部及外展底座残片,新石器时代,碎片,黑灰色陶器,1984,不明,24.4 × 15.1 厘米（9 5/8 × 5 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS15952_dynmc?width=3000&height=3000,3,暂无
带底座器皿的茎部及外展底部残片,新石器时代,碎片,低烧黑化灰陶器,1984,不明,18.4×13.7×10.5厘米（7又1/4×5又3/8×4又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14045_dynmc?width=3000&height=3000,3,暂无
带底座器皿的茎部及外展底部残片,新石器时代,碎片,黑灰色陶器,1984,不明,17.7 × 10.1 厘米（6又15/16 × 4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14044_dynmc?width=3000&height=3000,3,暂无
高足器皿的茎部与喇叭形底座残片,新石器时代,碎片,黑灰色陶器,1984,不明,23.9×12.2厘米（9又7/16×4又13/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14042_dynmc?width=3000&height=3000,3,暂无
带座容器茎部及外展底座残片,新石器时代,碎片,黑灰色陶器,1984,不明,18.5 × 10.2 厘米（7 5/16 × 4 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14062_dynmc?width=3000&height=3000,3,暂无
带座容器茎部残片,新石器时代,碎片,黑灰色陶器,1984,不明,19 x 6.2 厘米（7 1/2 x 2 7/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14038_dynmc?width=3000&height=3000,3,暂无
带座容器柄部残片,新石器时代,碎片,黑灰色陶器,1984,不明,20.2 × 11.1 厘米（7又15/16 × 4又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14046_dynmc?width=3000&height=3000,3,暂无
带座容器茎部残片,新石器时代,碎片,熏黑的浅黄与灰色陶器,1984,不明,24.9 × 9.3 厘米（9又13/16 × 3又11/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14066_dynmc?width=3000&height=3000,3,暂无
带座容器茎部及外展底座残片,新石器时代,碎片,黑化浅黄与灰色陶器,1984,不明,23.8×12厘米（9又3/8×4又3/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14041_dynmc?width=3000&height=3000,3,暂无
短足器皿茎部残片,新石器时代,碎片,黑灰色陶器,1984,不明,14 × 5.6 厘米（5½ × 2³⁄₁₆ 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14072_dynmc?width=3000&height=3000,3,暂无
带座容器柄部及外展底座残片,新石器时代,碎片,烧制变黑的浅黄与灰色陶器,1984,不明,19.5×8.4厘米（7又11/16×3又5/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14070_dynmc?width=3000&height=3000,3,暂无
底座器皿的茎部残片,新石器时代,碎片,黑灰色陶器,1984,不明,17.6×7.5厘米（6又15/16×2又15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14036_dynmc?width=3000&height=3000,3,暂无
带座容器茎部及外展底座残片,新石器时代,碎片,黑灰色熏制陶器,1984,不明,17.1×9.5厘米（6又3/4×3又3/4英寸）,无图片,3,暂无
带座容器柄部残片,新石器时代,碎片,烧制变黑的浅黄与灰色陶器,1984,不明,20 × 5.9 厘米（7 7/8 × 2 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14039_dynmc?width=3000&height=3000,3,暂无
带座容器茎部及外展底座残片,新石器时代,碎片,低烧灰陶,1984,不明,16.2×11.8厘米（6又3/8×4又5/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14019_dynmc?width=3000&height=3000,3,暂无
带座容器柄部及外展底座残片,新石器时代,碎片,黑灰色陶器,1984,不明,23.8 × 10.3 厘米（9又3/8 × 4又1/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14043_dynmc?width=3000&height=3000,3,暂无
带座容器柄部残片,新石器时代,碎片,黑灰色陶器,1984,不明,24 × 10 厘米（9 7/16 × 3 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14068_dynmc?width=3000&height=3000,3,暂无
底座器皿的柄部残片,新石器时代,碎片,烧制变黑的浅黄与灰色陶器,1984,不明,12.5 × 5.8 厘米（4 15/16 × 2 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14074_dynmc?width=3000&height=3000,3,暂无
底座器皿的茎部残片,新石器时代,碎片,黑灰色陶器,1984,不明,25.5×9.3厘米（10又1/16×3又11/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14067_dynmc?width=3000&height=3000,3,暂无
带座容器柄部及外展底座残片,新石器时代,碎片,烧制变黑的浅黄与灰色陶器,1984,不明,19.3×11.2厘米（7又5/8×4又7/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14069_dynmc?width=3000&height=3000,3,暂无
带座容器柄部残片,新石器时代,碎片,黑灰色陶器,1984,不明,16.8×8厘米（6又5/8×3又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14075_dynmc?width=3000&height=3000,3,暂无
底座容器圆柱形柄部的两件残片之一,新石器时代,碎片,低烧灰陶,1984,不明,12.4×8.5厘米（4又7/8×3又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP14023_dynmc?width=3000&height=3000,3,暂无
